"","ano","limite.inferior","limite.superior","genero"
"47",1980,3.34771181199752,3.42440060244765,"Action"
"48",1981,3.34185606060606,3.44598703606685,"Action"
"49",1982,3.33694192389497,3.41699242167694,"Action"
"50",1983,3.37016619355852,3.37562288919831,"Action"
"51",1984,3.33441455143252,3.41866028708134,"Action"
"52",1985,3.338895173454,3.43491245962897,"Action"
"53",1986,3.34658764686733,3.40235925116236,"Action"
"54",1987,3.31253115653041,3.40406593406593,"Action"
"55",1988,3.35107965019131,3.38175027898173,"Action"
"56",1989,3.36219770422378,3.37830924370713,"Action"
"57",1990,3.35855560578662,3.4077525053485,"Action"
"58",1991,3.31997175736104,3.42695773795388,"Action"
"59",1992,3.33914773785142,3.45689655172414,"Action"
"60",1993,3.30953885028427,3.43296056094777,"Action"
"61",1994,3.30477963997517,3.39089269612263,"Action"
"62",1995,3.34915677511313,3.4503810813209,"Action"
"63",1996,3.34483655199517,3.42047244094488,"Action"
"64",1997,3.33170379919811,3.43877551020408,"Action"
"65",1998,3.35924290748233,3.44602812618776,"Action"
"66",1999,3.34628551865799,3.40384615384615,"Action"
"67",2000,3.35279187817259,3.40200657325722,"Action"
"68",2001,3.33484933177499,3.39983735590565,"Action"
"69",2002,3.35199686765857,3.41421932826715,"Action"
"70",2003,3.3291182068871,3.41881398750768,"Action"
"71",2004,3.35298196948682,3.41394086589051,"Action"
"72",2005,3.34904902186674,3.41934149263545,"Action"
"73",2006,3.34202196382429,3.4105245114844,"Action"
"74",2007,3.33045011892032,3.42473958333333,"Action"
"75",2008,3.31132902823459,3.38353958266527,"Action"
"76",2009,3.35340630732405,3.40977462707771,"Action"
"77",2010,3.35998589955109,3.42928262244535,"Action"
"78",2011,3.34222585924714,3.39555545746858,"Action"
"79",2012,3.34285714285714,3.42162162162162,"Action"
"80",2013,3.33076923076923,3.40710200157692,"Action"
"81",2014,3.29495958688819,3.43679776490244,"Action"
"82",2015,3.3547625223661,3.41694352159468,"Action"
"83",1902,3.37627135286148,3.47757749350333,"Adventure"
"84",1924,3.33843775103352,3.41721371261853,"Adventure"
"85",1925,3.3469387755102,3.43177570093458,"Adventure"
"86",1932,3.32040462427745,3.44439232642944,"Adventure"
"87",1933,3.34189139529625,3.41021768565774,"Adventure"
"88",1935,3.34317010309278,3.4375,"Adventure"
"89",1937,3.33585083785697,3.43402902811194,"Adventure"
"90",1938,3.34529362287812,3.46739581776206,"Adventure"
"91",1939,3.41295546558704,3.43636363636364,"Adventure"
"92",1940,3.35456986240071,3.40697674418605,"Adventure"
"93",1941,3.31211342534578,3.3756225366457,"Adventure"
"94",1942,3.33763995566802,3.39700374531835,"Adventure"
"95",1943,3.36527886881383,3.3846151081148,"Adventure"
"96",1944,3.33506621921256,3.45858895705521,"Adventure"
"97",1946,3.32042253521127,3.42276422764228,"Adventure"
"98",1948,3.39689073830605,3.40097402597403,"Adventure"
"99",1949,3.34126150864158,3.43506374857885,"Adventure"
"100",1951,3.32153947368421,3.40933156849768,"Adventure"
"101",1952,3.35388394946186,3.45362786921182,"Adventure"
"102",1953,3.34443339960239,3.41312741312741,"Adventure"
"103",1954,3.34285714285714,3.40893391664748,"Adventure"
"104",1955,3.3378682487725,3.44023399657202,"Adventure"
"105",1956,3.38007380073801,3.45217486279115,"Adventure"
"106",1957,3.37329316105606,3.40846078134464,"Adventure"
"107",1958,3.3382099827883,3.42753998853749,"Adventure"
"108",1959,3.3535660091047,3.42017999175525,"Adventure"
"109",1960,3.35169557678957,3.42326576434017,"Adventure"
"110",1961,3.34105960264901,3.418132363248,"Adventure"
"111",1962,3.33473362759786,3.38790778383394,"Adventure"
"112",1963,3.37921698582086,3.41757558603741,"Adventure"
"113",1964,3.32692307692308,3.43719660194175,"Adventure"
"114",1965,3.34762963010616,3.40118731462889,"Adventure"
"115",1966,3.32076931480804,3.41195264048111,"Adventure"
"116",1967,3.33869503832191,3.42006172839506,"Adventure"
"117",1968,3.37697730398899,3.43262269483628,"Adventure"
"118",1969,3.33793711698351,3.44514489442692,"Adventure"
"119",1970,3.33791720721783,3.42433608058608,"Adventure"
"120",1971,3.33860113787557,3.45083250233217,"Adventure"
"121",1972,3.33231995606801,3.42633167631835,"Adventure"
"122",1973,3.31264174387774,3.40373134328358,"Adventure"
"123",1974,3.30478087649402,3.4475333183469,"Adventure"
"124",1975,3.34277368203735,3.46030245746692,"Adventure"
"125",1976,3.32046767786204,3.40547445255474,"Adventure"
"126",1977,3.32458228334902,3.40938001355367,"Adventure"
"127",1978,3.30514194957316,3.38497202713963,"Adventure"
"128",1979,3.32237749810981,3.43175675675676,"Adventure"
"129",1980,3.32418684256919,3.41892655367232,"Adventure"
"130",1981,3.33699016712993,3.43398368320503,"Adventure"
"131",1982,3.325,3.451,"Adventure"
"132",1983,3.36645825995068,3.39746158984636,"Adventure"
"133",1984,3.32035496028502,3.41356184798808,"Adventure"
"134",1985,3.34919241040424,3.42031557639064,"Adventure"
"135",1986,3.33905843843266,3.40782624304434,"Adventure"
"136",1987,3.33796464051695,3.3873250167658,"Adventure"
"137",1988,3.3475900116144,3.4241747206537,"Adventure"
"138",1989,3.32097638538732,3.40538869510217,"Adventure"
"139",1990,3.33910826214349,3.37511755485894,"Adventure"
"140",1991,3.31523487399838,3.40136054421769,"Adventure"
"141",1992,3.32417582417582,3.42578125,"Adventure"
"142",1993,3.33180599284616,3.44295319416052,"Adventure"
"143",1994,3.31385281385281,3.39382031014617,"Adventure"
"144",1995,3.31143740340031,3.41609294320138,"Adventure"
"145",1996,3.3127779685756,3.45905315004761,"Adventure"
"146",1997,3.31288382953882,3.41846300587563,"Adventure"
"147",1998,3.33173298477792,3.43800465086235,"Adventure"
"148",1999,3.38799414348463,3.38012191174884,"Adventure"
"149",2000,3.36534634437486,3.44248638347646,"Adventure"
"150",2001,3.31487341772152,3.42348311138548,"Adventure"
"151",2002,3.34026845637584,3.40957716862073,"Adventure"
"152",2003,3.36527886881383,3.41764937106919,"Adventure"
"153",2004,3.36685866194063,3.40417097552568,"Adventure"
"154",2005,3.33823529411765,3.39611086203267,"Adventure"
"155",2006,3.34081965639697,3.39013250202927,"Adventure"
"156",2007,3.35716130530232,3.44269968161683,"Adventure"
"157",2008,3.36017898241,3.39746158984636,"Adventure"
"158",2009,3.33537510235986,3.42768862187166,"Adventure"
"159",2010,3.37331622835151,3.4268177621117,"Adventure"
"160",2011,3.32417582417582,3.41312741312741,"Adventure"
"161",2012,3.34773682379079,3.38710035937724,"Adventure"
"162",2013,3.37924986075293,3.41951056223153,"Adventure"
"163",2014,3.29813455451546,3.43268377693283,"Adventure"
"164",2015,3.36842105263158,3.40570068984956,"Adventure"
"165",1928,3.34785459996253,3.44770057972068,"Animation"
"166",1937,3.32661538461539,3.43471126654031,"Animation"
"167",1939,3.37466009517335,3.40336134453782,"Animation"
"168",1940,3.34720771306695,3.3944529262354,"Animation"
"169",1941,3.3509234828496,3.37086092715232,"Animation"
"170",1942,3.33698781596513,3.40175606062338,"Animation"
"171",1943,3.31896551724138,3.42614348743105,"Animation"
"172",1945,3.33039654361364,3.46343612929848,"Animation"
"173",1946,3.34060748924552,3.43415637860082,"Animation"
"174",1947,3.35663204680704,3.41724780246401,"Animation"
"175",1948,3.31750695948036,3.4066265060241,"Animation"
"176",1949,3.34386410986466,3.44269102990033,"Animation"
"177",1950,3.34359893773181,3.44301218161683,"Animation"
"178",1951,3.31666666666667,3.4540141120093,"Animation"
"179",1953,3.32965878923109,3.40322580645161,"Animation"
"180",1954,3.35839067171529,3.41867469879518,"Animation"
"181",1955,3.35235350783949,3.41985685630926,"Animation"
"182",1959,3.30929097640328,3.44694407131518,"Animation"
"183",1961,3.33057851239669,3.3991221868907,"Animation"
"184",1963,3.34771181199752,3.42996833067297,"Animation"
"185",1964,3.34699708047855,3.44101123595506,"Animation"
"186",1965,3.32459523171967,3.41680509413067,"Animation"
"187",1966,3.35120837123193,3.47380156075808,"Animation"
"188",1967,3.36512027491409,3.42056942438622,"Animation"
"189",1968,3.35168195718654,3.45427452475677,"Animation"
"190",1970,3.33277071551298,3.41929133858268,"Animation"
"191",1972,3.31835016835017,3.44340801169863,"Animation"
"192",1973,3.3366812137338,3.39992198079854,"Animation"
"193",1974,3.33685954331473,3.4266744860865,"Animation"
"194",1977,3.33991865194654,3.45270823925642,"Animation"
"195",1978,3.33800598519452,3.4131256442561,"Animation"
"196",1979,3.35731346678799,3.41418833140145,"Animation"
"197",1981,3.31774109687524,3.39495798319328,"Animation"
"198",1982,3.31239804241436,3.42222548731512,"Animation"
"199",1984,3.37361228932387,3.41481481481481,"Animation"
"200",1985,3.33831061281692,3.39911684782609,"Animation"
"201",1986,3.35198405618082,3.39008920520417,"Animation"
"202",1987,3.28993055555556,3.46370967741935,"Animation"
"203",1988,3.33572524807124,3.43128803245436,"Animation"
"204",1989,3.32659600690165,3.40826771653543,"Animation"
"205",1990,3.3848837712497,3.43138498188143,"Animation"
"206",1991,3.34839818925743,3.43381177772314,"Animation"
"207",1992,3.32316348300372,3.41071515239759,"Animation"
"208",1993,3.33981900452489,3.40558950853069,"Animation"
"209",1994,3.29672131147541,3.40308370044053,"Animation"
"210",1995,3.33828382838284,3.4229303721316,"Animation"
"211",1996,3.32355660377358,3.41110399030925,"Animation"
"212",1997,3.31238277344303,3.40163480188418,"Animation"
"213",1998,3.33531669865643,3.43071005563576,"Animation"
"214",1999,3.37736324636349,3.40450054884742,"Animation"
"215",2000,3.29869857327216,3.41724509704126,"Animation"
"216",2001,3.34851485148515,3.40913411004069,"Animation"
"217",2002,3.30494949336512,3.41757042185189,"Animation"
"218",2003,3.33096085409253,3.42168674698795,"Animation"
"219",2004,3.30805687203791,3.42775128076577,"Animation"
"220",2005,3.29676240959346,3.40110591237771,"Animation"
"221",2006,3.35748407643312,3.4375,"Animation"
"222",2007,3.31863038277512,3.4437366100857,"Animation"
"223",2008,3.36007462686567,3.41947753498908,"Animation"
"224",2009,3.36229314420804,3.42280002567732,"Animation"
"225",2010,3.29879804262248,3.42298320400815,"Animation"
"226",2011,3.3742148217776,3.40585774058577,"Animation"
"227",2012,3.3299924005087,3.42084167500834,"Animation"
"228",2013,3.34920634920635,3.41079989906636,"Animation"
"229",2014,3.33793642864654,3.42361111111111,"Animation"
"230",2015,3.33056849567241,3.43688809516216,"Animation"
"231",1928,3.32076931480804,3.40149767305093,"Children"
"232",1933,3.33751943641094,3.41949152542373,"Children"
"233",1934,3.33052383166198,3.38929889298893,"Children"
"234",1937,3.31640060813379,3.43187307601232,"Children"
"235",1938,3.33967391304348,3.43535568043856,"Children"
"236",1939,3.33585083785697,3.40343549562357,"Children"
"237",1940,3.32521087160262,3.40677966101695,"Children"
"238",1941,3.33968562166543,3.43510741301069,"Children"
"239",1942,3.34615384615385,3.41665273740527,"Children"
"240",1943,3.32358668942667,3.37822014051522,"Children"
"241",1944,3.32163322909408,3.44569151393809,"Children"
"242",1945,3.34621968240592,3.44295374665748,"Children"
"243",1946,3.33211794234704,3.38398775374997,"Children"
"244",1947,3.31949763584771,3.41748030147311,"Children"
"245",1948,3.32545174172631,3.42042297325316,"Children"
"246",1949,3.34105960264901,3.43239091595558,"Children"
"247",1950,3.34848484848485,3.43966326591602,"Children"
"248",1951,3.30989943216954,3.40296495956873,"Children"
"249",1952,3.3693258646781,3.40697674418605,"Children"
"250",1953,3.34654300168634,3.44718390963029,"Children"
"251",1955,3.32957456361397,3.41335987136246,"Children"
"252",1956,3.35291375640993,3.40601503759398,"Children"
"253",1957,3.37057010785824,3.43880382079368,"Children"
"254",1959,3.32135616926814,3.43729182087343,"Children"
"255",1960,3.33476658476658,3.40677966101695,"Children"
"256",1961,3.37727539157902,3.43652314896497,"Children"
"257",1962,3.30970432991738,3.44861133812793,"Children"
"258",1963,3.32813616265986,3.4040776919582,"Children"
"259",1964,3.33443485289075,3.44316443956929,"Children"
"260",1965,3.31059219190136,3.44490395002583,"Children"
"261",1966,3.33966873507315,3.40893665158371,"Children"
"262",1967,3.32898845835847,3.46481620405102,"Children"
"263",1968,3.34172839231562,3.43010607452231,"Children"
"264",1969,3.34195365781336,3.45175444759844,"Children"
"265",1970,3.33129596234737,3.45230561066901,"Children"
"266",1971,3.36229314420804,3.44292848870874,"Children"
"267",1972,3.32416203957489,3.39913375077093,"Children"
"268",1973,3.31101800677483,3.40412342092603,"Children"
"269",1974,3.3509234828496,3.44314381270903,"Children"
"270",1975,3.30574891625334,3.39334273182958,"Children"
"271",1976,3.36371340841413,3.45749886298364,"Children"
"272",1977,3.34146341463415,3.45200727796187,"Children"
"273",1978,3.34466769706337,3.39992902087171,"Children"
"274",1979,3.33140407288317,3.41646141215107,"Children"
"275",1980,3.30242637400693,3.44278906577294,"Children"
"276",1981,3.32025688073394,3.42047244094488,"Children"
"277",1982,3.3170743543701,3.4323793783925,"Children"
"278",1983,3.33125784838874,3.38656217074743,"Children"
"279",1984,3.33057851239669,3.45800653594771,"Children"
"280",1985,3.33770097236931,3.41053921568627,"Children"
"281",1986,3.30543827056241,3.40149282785422,"Children"
"282",1987,3.33298002219756,3.42455293139304,"Children"
"283",1988,3.33506621921256,3.41578142299012,"Children"
"284",1989,3.33888111079713,3.46444335458558,"Children"
"285",1990,3.33868521155391,3.41758222474573,"Children"
"286",1991,3.37103295706949,3.42439891138279,"Children"
"287",1992,3.37822014051522,3.4582338902148,"Children"
"288",1993,3.3368099823681,3.4049987055185,"Children"
"289",1994,3.32331880884844,3.42516569708547,"Children"
"290",1995,3.33748703740827,3.42118644067797,"Children"
"291",1996,3.35478563914818,3.40438786565547,"Children"
"292",1997,3.34100210164419,3.41312562906948,"Children"
"293",1998,3.32862371299872,3.43557079862812,"Children"
"294",1999,3.34615384615385,3.42127876570844,"Children"
"295",2000,3.31023102310231,3.40360373720896,"Children"
"296",2001,3.33552631578947,3.41809207940252,"Children"
"297",2002,3.32906231799651,3.43869315637175,"Children"
"298",2003,3.38927213470939,3.43611522868587,"Children"
"299",2004,3.30735341384673,3.38247896141215,"Children"
"300",2005,3.31277367696735,3.41953187389327,"Children"
"301",2006,3.31863038277512,3.42665129036279,"Children"
"302",2007,3.3515095685249,3.4188430767817,"Children"
"303",2008,3.36955281178667,3.39089378091525,"Children"
"304",2009,3.31912673381093,3.44267515923567,"Children"
"305",2010,3.35527521196251,3.39603667553978,"Children"
"306",2011,3.36047107744012,3.41619826264691,"Children"
"307",2012,3.27492335324623,3.41407371948301,"Children"
"308",2013,3.33411654135338,3.43128803245436,"Children"
"309",2014,3.35875312150177,3.43925561797753,"Children"
"310",2015,3.35383064516129,3.41508313619012,"Children"
"311",1920,3.33134125514964,3.40161617275578,"Crime"
"312",1927,3.34573097036016,3.44100387043936,"Crime"
"313",1931,3.31385281385281,3.38269454123113,"Crime"
"314",1932,3.35032537960954,3.39337503554165,"Crime"
"315",1933,3.34046692607004,3.42971887550201,"Crime"
"316",1934,3.31907894736842,3.42501496365035,"Crime"
"317",1936,3.32274159663866,3.42908309455587,"Crime"
"318",1937,3.3061549345596,3.43021778584392,"Crime"
"319",1938,3.33711122205832,3.41382834589844,"Crime"
"320",1939,3.39089269612263,3.39497904548575,"Crime"
"321",1941,3.34351761252446,3.44852309397953,"Crime"
"322",1942,3.34364527122976,3.4306373553546,"Crime"
"323",1943,3.36696551815724,3.43115151515152,"Crime"
"324",1944,3.34724975222993,3.42168268411961,"Crime"
"325",1945,3.34486243971151,3.42982456140351,"Crime"
"326",1946,3.33955223880597,3.41719581336448,"Crime"
"327",1947,3.34851485148515,3.44940140769821,"Crime"
"328",1948,3.37334409670475,3.42000159845066,"Crime"
"329",1949,3.32319902319902,3.38495951521127,"Crime"
"330",1950,3.32111890999174,3.44371137275645,"Crime"
"331",1951,3.34018556001061,3.40263927031152,"Crime"
"332",1952,3.304582882962,3.40243502231557,"Crime"
"333",1953,3.33292365529207,3.39206668582926,"Crime"
"334",1954,3.31258585969085,3.45143852527619,"Crime"
"335",1955,3.34628551865799,3.44318181818182,"Crime"
"336",1956,3.34317010309278,3.4128001455251,"Crime"
"337",1958,3.34985777443265,3.42306526877159,"Crime"
"338",1959,3.33611111111111,3.41646141215107,"Crime"
"339",1960,3.37959866220736,3.43229101252262,"Crime"
"340",1962,3.32058065020514,3.41867469879518,"Crime"
"341",1963,3.32142857142857,3.44542785619733,"Crime"
"342",1964,3.30652380882744,3.43529411764706,"Crime"
"343",1965,3.33869972868427,3.42475557006799,"Crime"
"344",1966,3.32575295832383,3.40296495956873,"Crime"
"345",1967,3.36350974930362,3.42086956521739,"Crime"
"346",1968,3.31368631368631,3.45500279268936,"Crime"
"347",1969,3.33733395478909,3.3928796574284,"Crime"
"348",1970,3.30120776821756,3.42260919639369,"Crime"
"349",1971,3.31512212643679,3.40792260683259,"Crime"
"350",1972,3.36885245901639,3.41095057739592,"Crime"
"351",1973,3.37073276087753,3.40921012137543,"Crime"
"352",1974,3.33832335329341,3.41071349945689,"Crime"
"353",1975,3.31239804241436,3.43358969860023,"Crime"
"354",1976,3.33823300273827,3.44901938795853,"Crime"
"355",1977,3.29487372385866,3.40428571428571,"Crime"
"356",1978,3.335,3.44215909090909,"Crime"
"357",1979,3.32990464081373,3.42586750788644,"Crime"
"358",1980,3.34770015463085,3.42264430284857,"Crime"
"359",1981,3.3246013667426,3.42487615370931,"Crime"
"360",1982,3.32231112381661,3.4496587874592,"Crime"
"361",1983,3.35876623376623,3.43942731277533,"Crime"
"362",1984,3.34057971014493,3.44625358342113,"Crime"
"363",1985,3.35822466915485,3.4352906404042,"Crime"
"364",1986,3.35490445301543,3.42430278884462,"Crime"
"365",1987,3.36568208391468,3.46971959065122,"Crime"
"366",1988,3.30772821525792,3.37959866220736,"Crime"
"367",1989,3.3612936573067,3.41511425732737,"Crime"
"368",1990,3.34315687074136,3.42799075088232,"Crime"
"369",1991,3.30737299861633,3.43501048218029,"Crime"
"370",1992,3.3378682487725,3.42144242600659,"Crime"
"371",1993,3.31679105121728,3.40974204735656,"Crime"
"372",1994,3.34087555310906,3.40568044523463,"Crime"
"373",1995,3.32484848484848,3.40682418098026,"Crime"
"374",1996,3.325,3.43493150684932,"Crime"
"375",1997,3.33991865194654,3.43827981524218,"Crime"
"376",1998,3.34026845637584,3.47150959103681,"Crime"
"377",1999,3.32484848484848,3.43171241069301,"Crime"
"378",2000,3.34495289615074,3.42908309455587,"Crime"
"379",2001,3.32208508403362,3.45006289467569,"Crime"
"380",2002,3.34599125198263,3.44960118770377,"Crime"
"381",2003,3.34063526834611,3.39158590142892,"Crime"
"382",2004,3.33153368370759,3.41287520952848,"Crime"
"383",2005,3.33517277222916,3.42300528213461,"Crime"
"384",2006,3.30926724137931,3.42162698412698,"Crime"
"385",2007,3.38177339901478,3.42162162162162,"Crime"
"386",2008,3.31315826890607,3.41724509704126,"Crime"
"387",2009,3.33301886792453,3.40677966101695,"Crime"
"388",2010,3.325,3.40355462721946,"Crime"
"389",2011,3.33008459411276,3.432,"Crime"
"390",2012,3.34967320261438,3.40425385310784,"Crime"
"391",2013,3.30926724137931,3.4389251564704,"Crime"
"392",2014,3.35996835443038,3.43930222130242,"Crime"
"393",2015,3.34970032776903,3.39858233369684,"Crime"
"394",1915,3.31046121871939,3.44651972157773,"Drama"
"395",1916,3.35567570088477,3.42338728674246,"Drama"
"396",1919,3.35904348573993,3.42123540913663,"Drama"
"397",1921,3.37682207351944,3.46099493898349,"Drama"
"398",1924,3.3236389018148,3.43680152934121,"Drama"
"399",1925,3.31333333333333,3.40867606869327,"Drama"
"400",1926,3.37604070305273,3.40875879756651,"Drama"
"401",1927,3.30439286861548,3.45783838045842,"Drama"
"402",1928,3.33234752687504,3.44004524886878,"Drama"
"403",1929,3.3061549345596,3.38557659177398,"Drama"
"404",1930,3.31651376146789,3.43489583333333,"Drama"
"405",1931,3.33653500604397,3.39366167348668,"Drama"
"406",1932,3.3496266894889,3.41502276176024,"Drama"
"407",1933,3.34628551865799,3.38364532843056,"Drama"
"408",1934,3.33828382838284,3.41033851884992,"Drama"
"409",1935,3.33535071384233,3.40804697978988,"Drama"
"410",1936,3.32385728714489,3.41295546558704,"Drama"
"411",1937,3.36219770422378,3.43768707302357,"Drama"
"412",1938,3.34807353645617,3.41798967809864,"Drama"
"413",1939,3.34895866985419,3.43941155161105,"Drama"
"414",1940,3.36487217710467,3.42197802197802,"Drama"
"415",1941,3.32188065099457,3.42056942438622,"Drama"
"416",1942,3.32953555878084,3.4186320754717,"Drama"
"417",1943,3.33411654135338,3.36374549819928,"Drama"
"418",1944,3.33535828375043,3.42103181566894,"Drama"
"419",1945,3.29672131147541,3.41178406747586,"Drama"
"420",1946,3.3495145631068,3.47336885365144,"Drama"
"421",1947,3.35404461824428,3.41993056973658,"Drama"
"422",1948,3.28644797709207,3.43805309734513,"Drama"
"423",1949,3.33803501945525,3.41355348593166,"Drama"
"424",1950,3.37811569940476,3.38419188239812,"Drama"
"425",1951,3.32419786096257,3.44567365389231,"Drama"
"426",1952,3.32575757575758,3.3970578151937,"Drama"
"427",1953,3.29274843330349,3.42038904899135,"Drama"
"428",1954,3.35186779275621,3.4105245114844,"Drama"
"429",1955,3.37124775560782,3.39654203813149,"Drama"
"430",1956,3.30416190925733,3.40194447454849,"Drama"
"431",1957,3.33288219133807,3.44021340258567,"Drama"
"432",1958,3.3241112308202,3.45995134754497,"Drama"
"433",1959,3.38449284571603,3.40782624304434,"Drama"
"434",1960,3.35714285714286,3.44610374783514,"Drama"
"435",1961,3.35455245034531,3.38799414348463,"Drama"
"436",1962,3.31315789473684,3.4116834691341,"Drama"
"437",1963,3.38855559330289,3.40079555574286,"Drama"
"438",1964,3.33100372736954,3.45467458696176,"Drama"
"439",1965,3.33823529411765,3.41083800949554,"Drama"
"440",1966,3.34105960264901,3.38269454123113,"Drama"
"441",1967,3.31445229906121,3.43077382646835,"Drama"
"442",1968,3.35754998523643,3.40394215151005,"Drama"
"443",1969,3.33817918637433,3.41614241302778,"Drama"
"444",1970,3.33467515605091,3.43636363636364,"Drama"
"445",1971,3.31315789473684,3.43702411167513,"Drama"
"446",1972,3.31584844681351,3.42964313456902,"Drama"
"447",1973,3.40328434838885,3.432745091509,"Drama"
"448",1974,3.32863187588152,3.47023552217619,"Drama"
"449",1975,3.40260622422952,3.42431059878791,"Drama"
"450",1976,3.3211940849132,3.42626262626263,"Drama"
"451",1977,3.35217140528148,3.40864032008059,"Drama"
"452",1978,3.3535767973554,3.45429261681528,"Drama"
"453",1979,3.33936231104789,3.40440416367552,"Drama"
"454",1980,3.30753303890782,3.4231145341785,"Drama"
"455",1981,3.32842374800937,3.43117891359929,"Drama"
"456",1982,3.35457216305545,3.46791093647675,"Drama"
"457",1983,3.31855822349052,3.42201770736254,"Drama"
"458",1984,3.34216027874565,3.39700374531835,"Drama"
"459",1985,3.30926724137931,3.43844673162122,"Drama"
"460",1986,3.33634144946283,3.4291183011171,"Drama"
"461",1987,3.40698415112996,3.39307256443063,"Drama"
"462",1988,3.34972745292369,3.40430402930403,"Drama"
"463",1989,3.32863187588152,3.42430288364613,"Drama"
"464",1990,3.33660948130742,3.4131256442561,"Drama"
"465",1991,3.35251047075826,3.43070002733016,"Drama"
"466",1992,3.32215036378335,3.3640727124183,"Drama"
"467",1993,3.33553210202287,3.43793074805009,"Drama"
"468",1994,3.32646612437066,3.41040843214756,"Drama"
"469",1995,3.30380509338048,3.40801886792453,"Drama"
"470",1996,3.37293871060188,3.38321680267356,"Drama"
"471",1997,3.30781126743687,3.40186074429772,"Drama"
"472",1998,3.3025078369906,3.39691974908424,"Drama"
"473",1999,3.31467181467181,3.41335044929397,"Drama"
"474",2000,3.31229461594375,3.45578174529329,"Drama"
"475",2001,3.33771929824561,3.43320088275527,"Drama"
"476",2002,3.32336059423769,3.45615560088834,"Drama"
"477",2003,3.34463042757706,3.4284548783196,"Drama"
"478",2004,3.34157465825447,3.39455782312925,"Drama"
"479",2005,3.33976261127596,3.40977246763138,"Drama"
"480",2006,3.37339030090794,3.45073012657938,"Drama"
"481",2007,3.34219263417306,3.40136709721425,"Drama"
"482",2008,3.36971830985915,3.44356243836534,"Drama"
"483",2009,3.33552631578947,3.39911684782609,"Drama"
"484",2010,3.32755785954441,3.38737323218824,"Drama"
"485",2011,3.30755104380024,3.42893790227233,"Drama"
"486",2012,3.37382676184002,3.41717791411043,"Drama"
"487",2013,3.34245292500266,3.4618721002013,"Drama"
"488",2014,3.34046692607004,3.45145631067961,"Drama"
"489",2015,3.34569597069597,3.41846300587563,"Drama"
"490",1902,3.32042253521127,3.38921358629131,"Fantasy"
"491",1920,3.3477314247769,3.41625615763547,"Fantasy"
"492",1924,3.38925855513308,3.45023643323576,"Fantasy"
"493",1926,3.34718172817311,3.45383980426008,"Fantasy"
"494",1929,3.32306497781004,3.37629386637785,"Fantasy"
"495",1932,3.33031468840702,3.44460873983739,"Fantasy"
"496",1933,3.37073996405033,3.4563603582026,"Fantasy"
"497",1934,3.3031727729217,3.42908309455587,"Fantasy"
"498",1935,3.29755702937736,3.43709486212865,"Fantasy"
"499",1937,3.31814188866583,3.42606506707453,"Fantasy"
"500",1938,3.38519924098672,3.38387710823645,"Fantasy"
"501",1939,3.37578038927653,3.43365616576161,"Fantasy"
